預註冊閘門通過：DECISION_20260911_R529_CROSS_BANK_PREREG.md 授權 g_r529_mbpp_a11
20 題（evalplus　offset=200　題序 [200, 220)）　輸出 runs/g_r529_mbpp_a11
── 量具驗證（先答已知答案）
   範圍＝bank：對 evalplus 全 371 題裡有參考解的驗，本塊 20 題另外算出貨閘門覆蓋
<unknown>:4: SyntaxWarning: invalid escape sequence '\.'
<unknown>:4: SyntaxWarning: invalid escape sequence '\.'
<unknown>:5: SyntaxWarning: invalid escape sequence '\w'
<unknown>:5: SyntaxWarning: invalid escape sequence '\w'
   參考解通過 371/371　壞解被擋 371/371
   可見閘門（CONFORM 決策量具）參考解通過 371/371　樁被擋 371/371　覆蓋 371/371
   本塊出貨閘門覆蓋 20/20
── 模型池：6 個 agent／1 個模型家族
  [HMIX 17/20] 需求符合=True 接受=True 累計呼叫=21
  [OFF 18/20] 需求符合=True 接受=True 累計呼叫=18
  [CONFORM 18/20] 需求符合=True 接受=True 累計呼叫=32
  [HMIX 18/20] 需求符合=True 接受=True 累計呼叫=22
  [OFF 19/20] 需求符合=False 接受=True 累計呼叫=19
  [CONFORM 19/20] 需求符合=False 接受=True 累計呼叫=33
  [HMIX 19/20] 需求符合=False 接受=True 累計呼叫=23
  [OFF 20/20] 需求符合=True 接受=True 累計呼叫=20
  [CONFORM 20/20] 需求符合=True 接受=True 累計呼叫=34
  [HMIX 20/20] 需求符合=True 接受=True 累計呼叫=24
── OFF: {"tasks": 20, "calls": 20, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 14, "demand_equals_output_rate": 0.7, "coverage": 1.0, "correct_delivery_rate": 0.7, "raw_final_accuracy": 0.7, "calls_per_task": 1.0, "calls_per_correct_delivery": 1.4285714285714286, "leaked": 6, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 20, "p50": 13975, "p95": 26552, "max": 30554}, "by_role": {"gen": {"n": 20, "p50": 13975, "p95": 26552, "max": 30554}}, "failed_attempts": 0}, "wall_s": 300.8, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── CONFORM: {"tasks": 20, "calls": 34, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 15, "demand_equals_output_rate": 0.8333333333333334, "coverage": 0.9, "correct_delivery_rate": 0.75, "raw_final_accuracy": 0.75, "calls_per_task": 1.7, "calls_per_correct_delivery": 2.2666666666666666, "leaked": 3, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 34, "p50": 18222, "p95": 52829, "max": 57851}, "by_role": {"gen": {"n": 34, "p50": 18222, "p95": 52829, "max": 57851}}, "failed_attempts": 0}, "wall_s": 692.1, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HMIX: {"tasks": 20, "calls": 24, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 19, "accepted_and_meets_demand": 16, "demand_equals_output_rate": 0.8421052631578947, "coverage": 0.95, "correct_delivery_rate": 0.8, "raw_final_accuracy": 0.8, "calls_per_task": 1.2, "calls_per_correct_delivery": 1.5, "leaked": 3, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 25, "p50": 5890, "p95": 25719, "max": 26299}, "by_role": {"gen": {"n": 24, "p50": 5890, "p95": 25719, "max": 26299}, "wire_probe": {"n": 1, "p50": 1543, "p95": 1543, "max": 1543}}, "failed_attempts": 0}, "wall_s": 241.6, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r529_mbpp_a11/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
